Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Türkiye,"Rice, paddy",2017,82188.0,532.9,53875.0,11.9
Türkiye,"Rice, paddy",2018,78244.0,703.0,59922.0,13.02
Türkiye,"Rice, paddy",2019,79102.0,607.8,51190.0,12.48
Türkiye,"Rice, paddy",2020,78151.0,550.5,53490.0,12.63
Türkiye,"Rice, paddy",2021,77235.0,542.4,52876.0,12.58
Türkiye,"Rice, paddy",2022,78831.0,529.1,55218.0,12.26
Türkiye,"Rice, paddy",2023,80271.0,648.9,57576.0,12.92
Türkiye,Sorghum,2004,23333.0,553.1,28831.0,11.39
Türkiye,Sorghum,2005,23256.0,591.7,40332.0,11.51
Türkiye,Sorghum,2006,26023.0,585.6,27421.0,11.4
Türkiye,Sorghum,2007,32222.0,551.8,48716.0,11.84
Türkiye,Sorghum,2008,30811.0,443.6,37640.0,11.74
Türkiye,Sorghum,2009,51316.0,712.0,37651.0,11.81
Türkiye,Sorghum,2010,70968.0,641.2,38555.0,13.11
Türkiye,Sorghum,2011,69231.0,622.1,39534.0,11.04
Türkiye,Sorghum,2012,76000.0,719.4,42611.0,12.0
Türkiye,Sorghum,2013,26544.0,520.8,39440.0,11.84
Türkiye,Sorghum,2014,40500.0,631.8,39723.0,12.41
Türkiye,Sorghum,2015,40000.0,642.9,39026.0,11.76
Türkiye,Sorghum,2016,30000.0,641.2,49961.0,12.11
Türkiye,Sorghum,2017,30000.0,532.9,53875.0,11.9
Türkiye,Sorghum,2018,30000.0,703.0,59922.0,13.02
Türkiye,Sorghum,2019,40000.0,607.8,51190.0,12.48
Türkiye,Sorghum,2020,50000.0,550.5,53490.0,12.63
Türkiye,Sorghum,2021,35714.0,542.4,52876.0,12.58
Türkiye,Sorghum,2022,28333.0,529.1,55218.0,12.26
Türkiye,Sorghum,2023,30000.0,648.9,57576.0,12.92
Türkiye,Soybeans,1990,21892.0,475.3,29918.0,11.09
Türkiye,Soybeans,1991,22222.0,614.0,24343.0,10.78
Türkiye,Soybeans,1992,20652.0,567.8,27110.0,9.73
Türkiye,Soybeans,1993,23551.0,532.5,28042.0,10.47
Türkiye,Soybeans,1994,24138.0,610.8,24219.0,11.67
Türkiye,Soybeans,1995,24194.0,590.6,27328.0,11.21
Türkiye,Soybeans,1996,24390.0,641.6,30286.0,11.36
Türkiye,Soybeans,1997,21053.0,625.2,34431.0,10.61
Türkiye,Soybeans,1998,26087.0,655.8,30162.0,11.85
Türkiye,Soybeans,1999,27500.0,522.1,33089.0,12.11
Türkiye,Soybeans,2000,29667.0,562.3,33471.0,11.34
Türkiye,Soybeans,2001,33064.0,611.7,25539.0,12.27
Türkiye,Soybeans,2002,29412.0,613.0,27915.0,11.36
Türkiye,Soybeans,2003,31481.0,639.4,33075.0,11.36
Türkiye,Soybeans,2004,35714.0,553.1,28831.0,11.39
Türkiye,Soybeans,2005,33721.0,591.7,40332.0,11.51
Türkiye,Soybeans,2006,39688.0,585.6,27421.0,11.4
Türkiye,Soybeans,2007,35350.0,551.8,48716.0,11.84
Türkiye,Soybeans,2008,36490.0,443.6,37640.0,11.74
Türkiye,Soybeans,2009,36570.0,712.0,37651.0,11.81
Türkiye,Soybeans,2010,36869.0,641.2,38555.0,13.11
Türkiye,Soybeans,2011,38704.0,622.1,39534.0,11.04
Türkiye,Soybeans,2012,38645.0,719.4,42611.0,12.0
Türkiye,Soybeans,2013,41609.0,520.8,39440.0,11.84
Türkiye,Soybeans,2014,43710.0,631.8,39723.0,12.41
Türkiye,Soybeans,2015,43999.0,642.9,39026.0,11.76
Türkiye,Soybeans,2016,43219.0,641.2,49961.0,12.11
Türkiye,Soybeans,2017,44206.0,532.9,53875.0,11.9
Türkiye,Soybeans,2018,42621.0,703.0,59922.0,13.02
Türkiye,Soybeans,2019,42499.0,607.8,51190.0,12.48
Türkiye,Soybeans,2020,44180.0,550.5,53490.0,12.63
Türkiye,Soybeans,2021,41472.0,542.4,52876.0,12.58
Türkiye,Soybeans,2022,40780.0,529.1,55218.0,12.26
Türkiye,Soybeans,2023,42070.0,648.9,57576.0,12.92
Türkiye,Wheat,1990,21227.0,475.3,29918.0,11.09
Türkiye,Wheat,1991,21288.0,614.0,24343.0,10.78
Türkiye,Wheat,1992,20405.0,567.8,27110.0,9.73
Türkiye,Wheat,1993,21642.0,532.5,28042.0,10.47
Türkiye,Wheat,1994,17975.0,610.8,24219.0,11.67
Türkiye,Wheat,1995,19315.0,590.6,27328.0,11.21
Türkiye,Wheat,1996,19852.0,641.6,30286.0,11.36
Türkiye,Wheat,1997,20174.0,625.2,34431.0,10.61
Türkiye,Wheat,1998,22564.0,655.8,30162.0,11.85
Türkiye,Wheat,1999,19409.0,522.1,33089.0,12.11
Türkiye,Wheat,2000,22928.0,562.3,33471.0,11.34
Türkiye,Wheat,2001,20765.0,611.7,25539.0,12.27
Türkiye,Wheat,2002,21006.0,613.0,27915.0,11.36
Türkiye,Wheat,2003,20987.0,639.4,33075.0,11.36
Türkiye,Wheat,2004,22658.0,553.1,28831.0,11.39
Türkiye,Wheat,2005,23309.0,591.7,40332.0,11.51
Türkiye,Wheat,2006,23595.0,585.6,27421.0,11.4
Türkiye,Wheat,2007,21675.0,551.8,48716.0,11.84
Türkiye,Wheat,2008,23451.0,443.6,37640.0,11.74
Türkiye,Wheat,2009,25664.0,712.0,37651.0,11.81
Türkiye,Wheat,2010,24400.0,641.2,38555.0,13.11
Türkiye,Wheat,2011,27038.0,622.1,39534.0,11.04
Türkiye,Wheat,2012,26723.0,719.4,42611.0,12.0
Türkiye,Wheat,2013,28451.0,520.8,39440.0,11.84
Türkiye,Wheat,2014,24294.0,631.8,39723.0,12.41
Türkiye,Wheat,2015,28803.0,642.9,39026.0,11.76
Türkiye,Wheat,2016,27070.0,641.2,49961.0,12.11
Türkiye,Wheat,2017,28060.0,532.9,53875.0,11.9
Türkiye,Wheat,2018,27440.0,703.0,59922.0,13.02
Türkiye,Wheat,2019,27811.0,607.8,51190.0,12.48
Türkiye,Wheat,2020,29647.0,550.5,53490.0,12.63
Türkiye,Wheat,2021,26649.0,542.4,52876.0,12.58
Türkiye,Wheat,2022,29916.0,529.1,55218.0,12.26
Türkiye,Wheat,2023,32199.0,648.9,57576.0,12.92
Uganda,Cassava,1990,83010.0,1172.2,535.0,23.03
Uganda,Cassava,1991,83008.0,1241.1,535.0,22.74
Uganda,Cassava,1992,80000.0,1149.9,535.0,22.68
Uganda,Cassava,1993,85068.0,1071.8,535.0,22.83
Uganda,Cassava,1994,65000.0,1295.3,571.0,22.7
Uganda,Cassava,1995,66988.0,1242.7,781.0,23.1
Uganda,Cassava,1996,67015.0,1349.1,783.0,22.78
Uganda,Cassava,1997,66988.0,1318.7,927.0,22.85
Uganda,Cassava,1998,90000.0,1200.3,1138.0,22.99
Uganda,Cassava,1999,130000.0,1278.1,1612.0,22.8
Uganda,Cassava,2000,123840.0,1111.9,1634.0,23.23
Uganda,Cassava,2001,135000.0,1252.7,1403.0,23.43
Uganda,Cassava,2002,135000.0,1253.7,1281.0,23.71
Uganda,Cassava,2003,134568.0,1214.7,1340.0,23.6
Uganda,Cassava,2004,135135.0,1164.5,1646.0,23.66
Uganda,Cassava,2005,144083.0,1077.1,1712.0,23.63
Uganda,Cassava,2006,129974.0,1299.2,2038.0,23.53
Uganda,Cassava,2007,128834.0,1428.7,2080.0,23.57
Uganda,Cassava,2008,72252.0,1237.5,2239.0,23.51
Uganda,Cassava,2009,71829.0,1194.3,2445.0,24.04
Uganda,Cassava,2010,61471.0,1379.0,2990.0,23.8
Uganda,Cassava,2011,49111.0,1253.7,3658.0,23.34
Uganda,Cassava,2012,32973.0,1382.1,4324.0,22.92
Uganda,Cassava,2013,35006.0,1435.2,4883.0,23.08
Uganda,Cassava,2014,33013.0,1187.6,5655.0,23.01
Uganda,Cassava,2015,32000.0,1331.9,6298.0,23.06
Uganda,Cassava,2016,26510.0,1299.0,6284.0,23.29
Uganda,Cassava,2017,22396.0,1401.7,6304.0,23.18
Uganda,Cassava,2018,26969.0,1291.8,6038.0,22.95
Uganda,Cassava,2019,27537.0,1594.6,6240.0,23.16
Uganda,Cassava,2020,27485.0,1472.4,6027.0,23.19
Uganda,Cassava,2021,22745.0,1382.7,7027.0,23.13
Uganda,Cassava,2022,21680.0,1402.6,8343.0,23.13
Uganda,Cassava,2023,20694.0,1298.6,9510.0,23.53
Uganda,Maize,1990,15012.0,1172.2,535.0,23.03
Uganda,Maize,1991,13500.0,1241.1,535.0,22.74
Uganda,Maize,1992,15000.0,1149.9,535.0,22.68
Uganda,Maize,1993,15984.0,1071.8,535.0,22.83
Uganda,Maize,1994,15098.0,1295.3,571.0,22.7
Uganda,Maize,1995,15989.0,1242.7,781.0,23.1
Uganda,Maize,1996,12997.0,1349.1,783.0,22.78
Uganda,Maize,1997,12375.0,1318.7,927.0,22.85
Uganda,Maize,1998,15000.0,1200.3,1138.0,22.99
Uganda,Maize,1999,17319.0,1278.1,1612.0,22.8
Uganda,Maize,2000,17424.0,1111.9,1634.0,23.23
Uganda,Maize,2001,18006.0,1252.7,1403.0,23.43
Uganda,Maize,2002,18003.0,1253.7,1281.0,23.71
Uganda,Maize,2003,18310.0,1214.7,1340.0,23.6
Uganda,Maize,2004,14400.0,1164.5,1646.0,23.66
Uganda,Maize,2005,15859.0,1077.1,1712.0,23.63
Uganda,Maize,2006,15361.0,1299.2,2038.0,23.53
Uganda,Maize,2007,14950.0,1428.7,2080.0,23.57
Uganda,Maize,2008,22005.0,1237.5,2239.0,23.51
Uganda,Maize,2009,24996.0,1194.3,2445.0,24.04
Uganda,Maize,2010,22999.0,1379.0,2990.0,23.8
Uganda,Maize,2011,23999.0,1253.7,3658.0,23.34
Uganda,Maize,2012,24996.0,1382.1,4324.0,22.92
Uganda,Maize,2013,24949.0,1435.2,4883.0,23.08
Uganda,Maize,2014,25997.0,1187.6,5655.0,23.01
Uganda,Maize,2015,25000.0,1331.9,6298.0,23.06
Uganda,Maize,2016,21477.0,1299.0,6284.0,23.29
Uganda,Maize,2017,18209.0,1401.7,6304.0,23.18
Uganda,Maize,2018,13881.0,1291.8,6038.0,22.95
Uganda,Maize,2019,14626.0,1594.6,6240.0,23.16
Uganda,Maize,2020,17191.0,1472.4,6027.0,23.19
Uganda,Maize,2021,21999.0,1382.7,7027.0,23.13
Uganda,Maize,2022,21996.0,1402.6,8343.0,23.13
Uganda,Maize,2023,21823.0,1298.6,9510.0,23.53
Uganda,Plantains and others,1990,56499.0,1172.2,535.0,23.03
Uganda,Plantains and others,1991,56503.0,1241.1,535.0,22.74
Uganda,Plantains and others,1992,53502.0,1149.9,535.0,22.68
Uganda,Plantains and others,1993,55255.0,1071.8,535.0,22.83
Uganda,Plantains and others,1994,56667.0,1295.3,571.0,22.7
Uganda,Plantains and others,1995,59603.0,1242.7,781.0,23.1
Uganda,Plantains and others,1996,60000.0,1349.1,783.0,22.78
Uganda,Plantains and others,1997,60488.0,1318.7,927.0,22.85
Uganda,Plantains and others,1998,60000.0,1200.3,1138.0,22.99
Uganda,Plantains and others,1999,57000.0,1278.1,1612.0,22.8
Uganda,Plantains and others,2000,58999.0,1111.9,1634.0,23.23
Uganda,Plantains and others,2001,60000.0,1252.7,1403.0,23.43
Uganda,Plantains and others,2002,60000.0,1253.7,1281.0,23.71
Uganda,Plantains and others,2003,58399.0,1214.7,1340.0,23.6
Uganda,Plantains and others,2004,58000.0,1164.5,1646.0,23.66
Uganda,Plantains and others,2005,54000.0,1077.1,1712.0,23.63
Uganda,Plantains and others,2006,53989.0,1299.2,2038.0,23.53
Uganda,Plantains and others,2007,55012.0,1428.7,2080.0,23.57
Uganda,Plantains and others,2008,46017.0,1237.5,2239.0,23.51
Uganda,Plantains and others,2009,48004.0,1194.3,2445.0,24.04
Uganda,Plantains and others,2010,48000.0,1379.0,2990.0,23.8
Uganda,Plantains and others,2011,48000.0,1253.7,3658.0,23.34
Uganda,Plantains and others,2012,45999.0,1382.1,4324.0,22.92
Uganda,Plantains and others,2013,45000.0,1435.2,4883.0,23.08
Uganda,Plantains and others,2014,47036.0,1187.6,5655.0,23.01
Uganda,Plantains and others,2015,49475.0,1331.9,6298.0,23.06
Uganda,Plantains and others,2016,44761.0,1299.0,6284.0,23.29
Uganda,Plantains and others,2017,45264.0,1401.7,6304.0,23.18
Uganda,Plantains and others,2018,45098.0,1291.8,6038.0,22.95
Uganda,Plantains and others,2019,44910.0,1594.6,6240.0,23.16
Uganda,Plantains and others,2020,44537.0,1472.4,6027.0,23.19
Uganda,Plantains and others,2021,44541.0,1382.7,7027.0,23.13
Uganda,Plantains and others,2022,44365.0,1402.6,8343.0,23.13
Uganda,Plantains and others,2023,44146.0,1298.6,9510.0,23.53
Uganda,Potatoes,1990,70000.0,1172.2,535.0,23.03
Uganda,Potatoes,1991,71885.0,1241.1,535.0,22.74
Uganda,Potatoes,1992,72432.0,1149.9,535.0,22.68
Uganda,Potatoes,1993,80000.0,1071.8,535.0,22.83
Uganda,Potatoes,1994,83636.0,1295.3,571.0,22.7
Uganda,Potatoes,1995,80400.0,1242.7,781.0,23.1
Uganda,Potatoes,1996,60000.0,1349.1,783.0,22.78
Uganda,Potatoes,1997,64286.0,1318.7,927.0,22.85
Uganda,Potatoes,1998,64000.0,1200.3,1138.0,22.99
Uganda,Potatoes,1999,70156.0,1278.1,1612.0,22.8
Uganda,Potatoes,2000,70294.0,1111.9,1634.0,23.23
Uganda,Potatoes,2001,69589.0,1252.7,1403.0,23.43
Uganda,Potatoes,2002,70000.0,1253.7,1281.0,23.71
Uganda,Potatoes,2003,69625.0,1214.7,1340.0,23.6
Uganda,Potatoes,2004,69036.0,1164.5,1646.0,23.66
Uganda,Potatoes,2005,68023.0,1077.1,1712.0,23.63
Uganda,Potatoes,2006,69778.0,1299.2,2038.0,23.53
Uganda,Potatoes,2007,69892.0,1428.7,2080.0,23.57
Uganda,Potatoes,2008,47419.0,1237.5,2239.0,23.51
Uganda,Potatoes,2009,46286.0,1194.3,2445.0,24.04
Uganda,Potatoes,2010,47714.0,1379.0,2990.0,23.8
Uganda,Potatoes,2011,49920.0,1253.7,3658.0,23.34
Uganda,Potatoes,2012,49440.0,1382.1,4324.0,22.92
Uganda,Potatoes,2013,45013.0,1435.2,4883.0,23.08
Uganda,Potatoes,2014,46460.0,1187.6,5655.0,23.01
Uganda,Potatoes,2015,44001.0,1331.9,6298.0,23.06
Uganda,Potatoes,2016,53563.0,1299.0,6284.0,23.29
Uganda,Potatoes,2017,76167.0,1401.7,6304.0,23.18
Uganda,Potatoes,2018,82957.0,1291.8,6038.0,22.95
Uganda,Potatoes,2019,86183.0,1594.6,6240.0,23.16
Uganda,Potatoes,2020,83082.0,1472.4,6027.0,23.19
Uganda,Potatoes,2021,68574.0,1382.7,7027.0,23.13
Uganda,Potatoes,2022,68574.0,1402.6,8343.0,23.13
Uganda,Potatoes,2023,68574.0,1298.6,9510.0,23.53
Uganda,"Rice, paddy",1990,13846.0,1172.2,535.0,23.03
Uganda,"Rice, paddy",1991,13556.0,1241.1,535.0,22.74
Uganda,"Rice, paddy",1992,13600.0,1149.9,535.0,22.68
Uganda,"Rice, paddy",1993,13962.0,1071.8,535.0,22.83
Uganda,"Rice, paddy",1994,14000.0,1295.3,571.0,22.7
Uganda,"Rice, paddy",1995,14000.0,1242.7,781.0,23.1
Uganda,"Rice, paddy",1996,14138.0,1349.1,783.0,22.78
Uganda,"Rice, paddy",1997,13333.0,1318.7,927.0,22.85
Uganda,"Rice, paddy",1998,14063.0,1200.3,1138.0,22.99
Uganda,"Rice, paddy",1999,13971.0,1278.1,1612.0,22.8
Uganda,"Rice, paddy",2000,15139.0,1111.9,1634.0,23.23
Uganda,"Rice, paddy",2001,15000.0,1252.7,1403.0,23.43
Uganda,"Rice, paddy",2002,15000.0,1253.7,1281.0,23.71
Uganda,"Rice, paddy",2003,15349.0,1214.7,1340.0,23.6
Uganda,"Rice, paddy",2004,13011.0,1164.5,1646.0,23.66
Uganda,"Rice, paddy",2005,15000.0,1077.1,1712.0,23.63
Uganda,"Rice, paddy",2006,13628.0,1299.2,2038.0,23.53
Uganda,"Rice, paddy",2007,13613.0,1428.7,2080.0,23.57
Uganda,"Rice, paddy",2008,13895.0,1237.5,2239.0,23.51
Uganda,"Rice, paddy",2009,23926.0,1194.3,2445.0,24.04
Uganda,"Rice, paddy",2010,25070.0,1379.0,2990.0,23.8
Uganda,"Rice, paddy",2011,25889.0,1253.7,3658.0,23.34
Uganda,"Rice, paddy",2012,23043.0,1382.1,4324.0,22.92
Uganda,"Rice, paddy",2013,23011.0,1435.2,4883.0,23.08
Uganda,"Rice, paddy",2014,24948.0,1187.6,5655.0,23.01
Uganda,"Rice, paddy",2015,25000.0,1331.9,6298.0,23.06
Uganda,"Rice, paddy",2016,20098.0,1299.0,6284.0,23.29
Uganda,"Rice, paddy",2017,15808.0,1401.7,6304.0,23.18
Uganda,"Rice, paddy",2018,9963.0,1291.8,6038.0,22.95
Uganda,"Rice, paddy",2019,9435.0,1594.6,6240.0,23.16
Uganda,"Rice, paddy",2020,12443.0,1472.4,6027.0,23.19
Uganda,"Rice, paddy",2021,14973.0,1382.7,7027.0,23.13
Uganda,"Rice, paddy",2022,15022.0,1402.6,8343.0,23.13
Uganda,"Rice, paddy",2023,15870.0,1298.6,9510.0,23.53
Uganda,Sorghum,1990,15000.0,1172.2,535.0,23.03
Uganda,Sorghum,1991,14819.0,1241.1,535.0,22.74
Uganda,Sorghum,1992,15000.0,1149.9,535.0,22.68
Uganda,Sorghum,1993,15020.0,1071.8,535.0,22.83
Uganda,Sorghum,1994,15000.0,1295.3,571.0,22.7
Uganda,Sorghum,1995,15000.0,1242.7,781.0,23.1
Uganda,Sorghum,1996,10996.0,1349.1,783.0,22.78
Uganda,Sorghum,1997,10652.0,1318.7,927.0,22.85
Uganda,Sorghum,1998,15000.0,1200.3,1138.0,22.99
Uganda,Sorghum,1999,15018.0,1278.1,1612.0,22.8
Uganda,Sorghum,2000,12893.0,1111.9,1634.0,23.23
Uganda,Sorghum,2001,15000.0,1252.7,1403.0,23.43
Uganda,Sorghum,2002,14982.0,1253.7,1281.0,23.71
Uganda,Sorghum,2003,14517.0,1214.7,1340.0,23.6
Uganda,Sorghum,2004,14000.0,1164.5,1646.0,23.66
Uganda,Sorghum,2005,15272.0,1077.1,1712.0,23.63
Uganda,Sorghum,2006,14286.0,1299.2,2038.0,23.53
Uganda,Sorghum,2007,14573.0,1428.7,2080.0,23.57
Uganda,Sorghum,2008,10663.0,1237.5,2239.0,23.51
Uganda,Sorghum,2009,11009.0,1194.3,2445.0,24.04
Uganda,Sorghum,2010,11008.0,1379.0,2990.0,23.8
Uganda,Sorghum,2011,12005.0,1253.7,3658.0,23.34
Uganda,Sorghum,2012,9008.0,1382.1,4324.0,22.92
Uganda,Sorghum,2013,8016.0,1435.2,4883.0,23.08
Uganda,Sorghum,2014,8007.0,1187.6,5655.0,23.01
Uganda,Sorghum,2015,11000.0,1331.9,6298.0,23.06
Uganda,Sorghum,2016,11128.0,1299.0,6284.0,23.29
Uganda,Sorghum,2017,10434.0,1401.7,6304.0,23.18
Uganda,Sorghum,2018,10648.0,1291.8,6038.0,22.95
Uganda,Sorghum,2019,10031.0,1594.6,6240.0,23.16
Uganda,Sorghum,2020,9449.0,1472.4,6027.0,23.19
Uganda,Sorghum,2021,8994.0,1382.7,7027.0,23.13
Uganda,Sorghum,2022,8994.0,1402.6,8343.0,23.13
Uganda,Sorghum,2023,8313.0,1298.6,9510.0,23.53
Uganda,Soybeans,1990,9927.0,1172.2,535.0,23.03
Uganda,Soybeans,1991,10926.0,1241.1,535.0,22.74
Uganda,Soybeans,1992,10000.0,1149.9,535.0,22.68
Uganda,Soybeans,1993,10308.0,1071.8,535.0,22.83
Uganda,Soybeans,1994,11029.0,1295.3,571.0,22.7
Uganda,Soybeans,1995,10972.0,1242.7,781.0,23.1
Uganda,Soybeans,1996,11447.0,1349.1,783.0,22.78
Uganda,Soybeans,1997,11053.0,1318.7,927.0,22.85
Uganda,Soybeans,1998,11500.0,1200.3,1138.0,22.99
Uganda,Soybeans,1999,12024.0,1278.1,1612.0,22.8
Uganda,Soybeans,2000,12075.0,1111.9,1634.0,23.23
Uganda,Soybeans,2001,11339.0,1252.7,1403.0,23.43
Uganda,Soybeans,2002,10993.0,1253.7,1281.0,23.71
Uganda,Soybeans,2003,11333.0,1214.7,1340.0,23.6
Uganda,Soybeans,2004,10972.0,1164.5,1646.0,23.66
Uganda,Soybeans,2005,10972.0,1077.1,1712.0,23.63
Uganda,Soybeans,2006,12069.0,1299.2,2038.0,23.53
Uganda,Soybeans,2007,11973.0,1428.7,2080.0,23.57
Uganda,Soybeans,2008,7097.0,1237.5,2239.0,23.51
Uganda,Soybeans,2009,6000.0,1194.3,2445.0,24.04
Uganda,Soybeans,2010,6000.0,1379.0,2990.0,23.8
Uganda,Soybeans,2011,7000.0,1253.7,3658.0,23.34
Uganda,Soybeans,2012,5001.0,1382.1,4324.0,22.92
Uganda,Soybeans,2013,5000.0,1435.2,4883.0,23.08
Uganda,Soybeans,2014,6000.0,1187.6,5655.0,23.01
Uganda,Soybeans,2015,5960.0,1331.9,6298.0,23.06
Uganda,Soybeans,2016,5474.0,1299.0,6284.0,23.29
Uganda,Soybeans,2017,5978.0,1401.7,6304.0,23.18
Uganda,Soybeans,2018,5684.0,1291.8,6038.0,22.95
Uganda,Soybeans,2019,5907.0,1594.6,6240.0,23.16
Uganda,Soybeans,2020,6133.0,1472.4,6027.0,23.19
Uganda,Soybeans,2021,7977.0,1382.7,7027.0,23.13
Uganda,Soybeans,2022,8000.0,1402.6,8343.0,23.13
Uganda,Soybeans,2023,9700.0,1298.6,9510.0,23.53
Uganda,Sweet potatoes,1990,41009.0,1172.2,535.0,23.03
Uganda,Sweet potatoes,1991,41978.0,1241.1,535.0,22.74
Uganda,Sweet potatoes,1992,43100.0,1149.9,535.0,22.68
Uganda,Sweet potatoes,1993,42565.0,1071.8,535.0,22.83
Uganda,Sweet potatoes,1994,45011.0,1295.3,571.0,22.7
Uganda,Sweet potatoes,1995,45000.0,1242.7,781.0,23.1
Uganda,Sweet potatoes,1996,30000.0,1349.1,783.0,22.78
Uganda,Sweet potatoes,1997,35803.0,1318.7,927.0,22.85
Uganda,Sweet potatoes,1998,40000.0,1200.3,1138.0,22.99
Uganda,Sweet potatoes,1999,43673.0,1278.1,1612.0,22.8
Uganda,Sweet potatoes,2000,43207.0,1111.9,1634.0,23.23
Uganda,Sweet potatoes,2001,43969.0,1252.7,1403.0,23.43
Uganda,Sweet potatoes,2002,44007.0,1253.7,1281.0,23.71
Uganda,Sweet potatoes,2003,43866.0,1214.7,1340.0,23.6
Uganda,Sweet potatoes,2004,44020.0,1164.5,1646.0,23.66
Uganda,Sweet potatoes,2005,44136.0,1077.1,1712.0,23.63
Uganda,Sweet potatoes,2006,45000.0,1299.2,2038.0,23.53
Uganda,Sweet potatoes,2007,45912.0,1428.7,2080.0,23.57
Uganda,Sweet potatoes,2008,42014.0,1237.5,2239.0,23.51
Uganda,Sweet potatoes,2009,41965.0,1194.3,2445.0,24.04
Uganda,Sweet potatoes,2010,44955.0,1379.0,2990.0,23.8
Uganda,Sweet potatoes,2011,40000.0,1253.7,3658.0,23.34
Uganda,Sweet potatoes,2012,40978.0,1382.1,4324.0,22.92
Uganda,Sweet potatoes,2013,40059.0,1435.2,4883.0,23.08
Uganda,Sweet potatoes,2014,40042.0,1187.6,5655.0,23.01
Uganda,Sweet potatoes,2015,45000.0,1331.9,6298.0,23.06
Uganda,Sweet potatoes,2016,43985.0,1299.0,6284.0,23.29
Uganda,Sweet potatoes,2017,43031.0,1401.7,6304.0,23.18
Uganda,Sweet potatoes,2018,42625.0,1291.8,6038.0,22.95
Uganda,Sweet potatoes,2019,44873.0,1594.6,6240.0,23.16
Uganda,Sweet potatoes,2020,46196.0,1472.4,6027.0,23.19
Uganda,Sweet potatoes,2021,50078.0,1382.7,7027.0,23.13
Uganda,Sweet potatoes,2022,49935.0,1402.6,8343.0,23.13
Uganda,Sweet potatoes,2023,47687.0,1298.6,9510.0,23.53
Uganda,Wheat,1990,20000.0,1172.2,535.0,23.03
Uganda,Wheat,1991,18000.0,1241.1,535.0,22.74
Uganda,Wheat,1992,17600.0,1149.9,535.0,22.68
Uganda,Wheat,1993,18000.0,1071.8,535.0,22.83
Uganda,Wheat,1994,18000.0,1295.3,571.0,22.7
Uganda,Wheat,1995,18000.0,1242.7,781.0,23.1
Uganda,Wheat,1996,18000.0,1349.1,783.0,22.78
Uganda,Wheat,1997,18000.0,1318.7,927.0,22.85
Uganda,Wheat,1998,18000.0,1200.3,1138.0,22.99
Uganda,Wheat,1999,18333.0,1278.1,1612.0,22.8
Uganda,Wheat,2000,17143.0,1111.9,1634.0,23.23
Uganda,Wheat,2001,17500.0,1252.7,1403.0,23.43
Uganda,Wheat,2002,17500.0,1253.7,1281.0,23.71
Uganda,Wheat,2003,16667.0,1214.7,1340.0,23.6
Uganda,Wheat,2004,16667.0,1164.5,1646.0,23.66
Uganda,Wheat,2005,16667.0,1077.1,1712.0,23.63
Uganda,Wheat,2006,18000.0,1299.2,2038.0,23.53
Uganda,Wheat,2007,17273.0,1428.7,2080.0,23.57
Uganda,Wheat,2008,17273.0,1237.5,2239.0,23.51
Uganda,Wheat,2009,16667.0,1194.3,2445.0,24.04
Uganda,Wheat,2010,16667.0,1379.0,2990.0,23.8
Uganda,Wheat,2011,17692.0,1253.7,3658.0,23.34
Uganda,Wheat,2012,14286.0,1382.1,4324.0,22.92
Uganda,Wheat,2013,14286.0,1435.2,4883.0,23.08
Uganda,Wheat,2014,15769.0,1187.6,5655.0,23.01
Uganda,Wheat,2015,16000.0,1331.9,6298.0,23.06
Uganda,Wheat,2016,15810.0,1299.0,6284.0,23.29
Uganda,Wheat,2017,15613.0,1401.7,6304.0,23.18
Uganda,Wheat,2018,15988.0,1291.8,6038.0,22.95
Uganda,Wheat,2019,16213.0,1594.6,6240.0,23.16
Uganda,Wheat,2020,16667.0,1472.4,6027.0,23.19
Uganda,Wheat,2021,16667.0,1382.7,7027.0,23.13
Uganda,Wheat,2022,16667.0,1402.6,8343.0,23.13
Uganda,Wheat,2023,16667.0,1298.6,9510.0,23.53
Ukraine,Maize,1992,25072.0,531.7,66772.0,8.8
Ukraine,Maize,1993,28445.0,525.6,61843.0,7.97
Ukraine,Maize,1994,23614.0,493.9,56915.0,9.01
Ukraine,Maize,1995,29207.0,597.9,51986.0,8.9
Ukraine,Maize,1996,27365.0,563.4,47058.0,7.68
Ukraine,Maize,1997,32628.0,660.2,42129.0,7.87
Ukraine,Maize,1998,25342.0,599.5,37201.0,8.59
Ukraine,Maize,1999,25220.0,547.3,32272.0,9.58
Ukraine,Maize,2000,30091.0,521.7,27344.0,9.62
Ukraine,Maize,2001,32425.0,630.7,22415.0,8.99
Ukraine,Maize,2002,35167.0,544.3,17487.0,9.46
Ukraine,Maize,2003,34569.0,522.0,12558.0,8.46
Ukraine,Maize,2004,38558.0,645.3,15344.0,8.91
Ukraine,Maize,2005,43185.0,607.7,23022.0,8.99
Ukraine,Maize,2006,37352.0,560.7,28775.0,8.72
Ukraine,Maize,2007,39001.0,538.1,35540.0,10.15
Ukraine,Maize,2008,46911.0,544.5,53228.0,9.82
Ukraine,Maize,2009,50195.0,571.1,35707.0,9.56
Ukraine,Maize,2010,45147.0,669.4,61892.0,9.25
Ukraine,Maize,2011,64446.0,455.3,78674.0,9.17
Ukraine,Maize,2012,47946.0,561.3,90050.0,9.4
Ukraine,Maize,2013,64119.0,571.2,85989.0,9.69
