orden_compra,id_tiempo,mes,id_cultivo,id_proveedor,canal_reventa,hectareas_contratadas,volumen_comprado_ton,precio_compra_usd_ton,precio_reventa_usd_ton,costo_total_usd,ingreso_reventa_usd,margen_bruto_usd,merma_pct
OC-2022-00681,2022,3,4,35,Mercado de exportación,182.9,2406.19,314.8,390.7,757468.61,940098.43,182629.82,6.2
OC-2022-00682,2022,2,4,28,Mayoristas locales,48.5,652.75,289.27,375.43,188820.99,245061.93,56240.94,4.1
OC-2022-00683,2022,4,4,6,Mayoristas locales,213.9,2785.98,281.86,354.36,785256.32,987239.87,201983.55,7.1
OC-2023-00684,2023,6,4,37,Supermercados,92.9,1231.62,281.33,350.34,346491.65,431485.75,84994.1,8.9
OC-2023-00685,2023,5,4,24,Mercado de exportación,124.3,1702.08,301.78,357.75,513653.7,608919.12,95265.42,5.9
OC-2023-00686,2023,4,4,14,Supermercados,56.2,776.75,297.13,378.06,230795.73,293658.1,62862.37,5.1
OC-2023-00687,2023,6,4,7,Mercado de exportación,124.0,1765.14,310.79,383.32,548587.86,676613.46,128025.6,2.2
OC-2023-00688,2023,4,4,13,Industria procesadora,128.9,1717.79,285.93,371.0,491167.69,637300.09,146132.4,8.5
OC-2023-00689,2023,8,4,18,Industria procesadora,152.9,2097.39,289.53,375.6,607257.33,787779.68,180522.35,5.8
OC-2023-00690,2023,2,4,8,Supermercados,23.4,316.07,289.84,361.17,91609.73,114155.0,22545.27,7.1
OC-1990-00691,1990,7,5,18,Mercado de exportación,179.9,512.14,304.66,360.17,156028.57,184457.46,28428.89,8.8
OC-1990-00692,1990,11,5,8,Industria procesadora,126.5,378.4,333.3,412.54,126120.72,156105.14,29984.42,4.2
OC-1990-00693,1990,9,5,36,Supermercados,145.3,423.12,341.07,401.39,144313.54,169836.14,25522.6,6.7
OC-1990-00694,1990,9,5,20,Supermercados,83.9,239.48,314.11,372.83,75223.06,89285.33,14062.27,8.6
OC-1991-00695,1991,6,5,17,Mercado de exportación,202.7,506.0,340.28,398.88,172181.68,201833.28,29651.6,7.3
OC-1991-00696,1991,9,5,3,Industria procesadora,75.0,194.88,322.46,403.57,62841.0,78647.72,15806.72,3.5
OC-1991-00697,1991,12,5,33,Mayoristas locales,48.2,124.82,317.58,402.78,39640.34,50275.0,10634.66,3.9
OC-1991-00698,1991,10,5,23,Supermercados,125.3,319.78,339.18,428.43,108462.98,137003.35,28540.37,5.2
OC-1992-00699,1992,1,5,19,Mayoristas locales,219.2,693.52,329.73,391.68,228674.35,271637.91,42963.56,4.8
OC-1992-00700,1992,6,5,39,Industria procesadora,142.2,431.32,321.62,397.42,138721.14,171415.19,32694.05,8.8
OC-1992-00701,1992,7,5,34,Supermercados,18.3,58.67,319.29,374.51,18732.74,21972.5,3239.76,3.5
OC-1992-00702,1992,10,5,7,Supermercados,175.7,538.24,325.47,411.94,175180.97,221722.59,46541.62,7.9
OC-1993-00703,1993,6,5,16,Mercado de exportación,205.8,664.52,309.49,381.02,205662.29,253195.41,47533.12,7.2
OC-1993-00704,1993,3,5,10,Mayoristas locales,48.8,158.0,319.48,387.75,50477.84,61264.5,10786.66,7.0
OC-1993-00705,1993,6,5,5,Supermercados,148.4,474.23,339.55,421.24,161024.8,199764.65,38739.85,8.2
OC-1993-00706,1993,10,5,6,Supermercados,178.0,583.85,305.21,368.9,178196.86,215382.26,37185.4,5.7
OC-1993-00707,1993,5,5,4,Industria procesadora,202.0,681.66,317.87,373.07,216679.26,254306.9,37627.64,3.0
OC-1993-00708,1993,2,5,7,Mercado de exportación,58.8,192.21,320.45,370.8,61593.69,71271.47,9677.78,6.0
OC-1993-00709,1993,5,5,28,Supermercados,71.2,228.38,317.97,392.88,72617.99,89725.93,17107.94,7.8
OC-1994-00710,1994,5,5,15,Supermercados,30.0,109.36,323.38,406.47,35364.84,44451.56,9086.72,2.3
OC-1994-00711,1994,3,5,26,Supermercados,214.1,736.86,304.6,375.87,224447.56,276963.57,52516.01,7.9
OC-1994-00712,1994,11,5,12,Industria procesadora,180.7,635.63,335.74,393.12,213406.42,249878.87,36472.45,5.9
OC-1994-00713,1994,12,5,34,Mercado de exportación,156.3,558.36,342.2,408.16,191070.79,227900.22,36829.43,4.4
OC-1994-00714,1994,4,5,39,Supermercados,73.9,269.44,319.09,381.73,85975.61,102853.33,16877.72,2.4
OC-1994-00715,1994,11,5,5,Industria procesadora,213.2,762.91,328.26,390.54,250432.84,297946.87,47514.03,4.3
OC-1995-00716,1995,12,5,36,Supermercados,34.4,102.09,304.31,383.41,31067.01,39142.33,8075.32,9.0
OC-1995-00717,1995,1,5,7,Industria procesadora,157.7,495.26,313.37,362.04,155199.63,179303.93,24104.3,3.7
OC-1995-00718,1995,10,5,33,Mayoristas locales,185.2,557.85,318.35,394.91,177591.55,220300.54,42708.99,7.7
OC-1996-00719,1996,3,5,8,Mercado de exportación,137.7,464.54,300.55,372.93,139617.5,173240.9,33623.4,5.3
OC-1996-00720,1996,2,5,3,Industria procesadora,206.0,681.77,340.33,413.9,232026.78,282184.6,50157.82,7.1
OC-1996-00721,1996,6,5,30,Mayoristas locales,49.5,169.88,339.88,392.32,57738.81,66647.32,8908.51,3.6
OC-1996-00722,1996,6,5,23,Mercado de exportación,37.8,124.81,339.82,399.87,42412.93,49907.77,7494.84,7.2
OC-1996-00723,1996,4,5,18,Mayoristas locales,194.5,659.64,302.55,384.9,199574.08,253895.44,54321.36,4.8
OC-1997-00724,1997,11,5,5,Industria procesadora,125.9,426.24,311.26,361.49,132671.46,154081.5,21410.04,5.7
OC-1997-00725,1997,8,5,25,Industria procesadora,116.6,394.76,342.3,417.4,135126.35,164772.82,29646.47,5.6
OC-1997-00726,1997,12,5,13,Industria procesadora,156.0,544.51,303.6,385.95,165313.24,210153.63,44840.39,2.7
OC-1997-00727,1997,11,5,9,Mercado de exportación,77.3,254.37,342.55,421.16,87134.44,107130.47,19996.03,8.3
OC-1998-00728,1998,2,5,39,Mayoristas locales,155.1,472.9,301.99,357.53,142811.07,169075.94,26264.87,4.9
OC-1998-00729,1998,7,5,34,Mercado de exportación,110.7,339.23,340.53,414.03,115517.99,140451.4,24933.41,4.4
OC-1998-00730,1998,7,5,31,Mayoristas locales,175.2,528.62,317.15,388.16,167651.83,205189.14,37537.31,5.9
OC-1998-00731,1998,10,5,8,Supermercados,104.0,311.56,326.23,402.26,101640.22,125328.13,23687.91,6.6
OC-1998-00732,1998,6,5,19,Mercado de exportación,124.6,383.63,341.11,407.18,130860.03,156206.46,25346.43,3.9
OC-1999-00733,1999,8,5,2,Industria procesadora,141.5,460.57,333.77,406.9,153724.45,187405.93,33681.48,7.6
OC-1999-00734,1999,11,5,39,Supermercados,214.6,722.03,330.61,392.08,238710.34,283093.52,44383.18,4.5
OC-1999-00735,1999,2,5,11,Mayoristas locales,218.9,734.53,301.42,381.67,221402.03,280348.07,58946.04,4.7
OC-1999-00736,1999,12,5,25,Supermercados,64.0,212.65,325.17,396.82,69147.4,84383.77,15236.37,5.7
OC-1999-00737,1999,9,5,13,Mayoristas locales,154.6,497.81,341.93,409.12,170216.17,203664.03,33447.86,8.6
OC-1999-00738,1999,11,5,11,Supermercados,168.5,576.02,343.17,413.88,197672.78,238403.16,40730.38,2.9
OC-1999-00739,1999,6,5,40,Supermercados,167.7,547.48,339.37,424.49,185798.29,232399.79,46601.5,7.3
OC-2000-00740,2000,6,5,19,Supermercados,181.6,622.73,322.34,399.84,200730.79,248992.36,48261.57,6.9
OC-2000-00741,2000,6,5,11,Supermercados,85.5,297.59,320.02,387.94,95234.75,115447.06,20212.31,5.5
OC-2000-00742,2000,9,5,36,Mayoristas locales,29.7,101.44,344.01,426.17,34896.37,43230.68,8334.31,7.3
OC-2001-00743,2001,2,5,15,Mercado de exportación,33.1,108.37,341.04,434.68,36958.5,47106.27,10147.77,8.9
OC-2001-00744,2001,1,5,13,Supermercados,42.2,140.98,317.42,372.01,44749.87,52445.97,7696.1,7.2
OC-2001-00745,2001,1,5,32,Supermercados,72.3,250.43,300.57,374.56,75271.75,93801.06,18529.31,3.8
OC-2001-00746,2001,5,5,38,Supermercados,168.6,553.71,338.02,412.69,187165.05,228510.58,41345.53,8.8
OC-2001-00747,2001,8,5,19,Supermercados,160.1,536.82,343.8,418.35,184558.72,224578.65,40019.93,6.9
OC-2001-00748,2001,4,5,4,Mercado de exportación,71.1,237.0,341.32,430.59,80892.84,102049.83,21156.99,7.5
OC-2001-00749,2001,9,5,17,Industria procesadora,68.8,233.87,327.34,388.26,76555.01,90802.37,14247.36,5.6
OC-2002-00750,2002,12,5,18,Mayoristas locales,146.6,516.97,325.3,405.7,168170.34,209734.73,41564.39,9.0
OC-2002-00751,2002,10,5,34,Supermercados,38.4,137.84,323.09,409.74,44534.73,56478.56,11943.83,7.3
OC-2002-00752,2002,7,5,1,Supermercados,85.6,308.52,310.81,369.7,95891.1,114059.84,18168.74,6.9
OC-2003-00753,2003,9,5,30,Industria procesadora,55.3,196.16,320.39,375.24,62847.7,73607.08,10759.38,8.4
OC-2003-00754,2003,2,5,21,Mayoristas locales,178.4,655.24,314.63,387.89,206158.16,254161.04,48002.88,5.1
OC-2003-00755,2003,2,5,6,Supermercados,52.1,193.81,334.11,415.02,64753.86,80435.03,15681.17,3.9
OC-2003-00756,2003,11,5,33,Supermercados,201.6,722.02,344.27,416.38,248569.83,300634.69,52064.86,7.5
OC-2003-00757,2003,1,5,4,Mayoristas locales,205.1,757.2,320.63,380.29,242781.04,287955.59,45174.55,4.7
OC-2004-00758,2004,11,5,15,Supermercados,195.4,802.93,338.0,420.08,271390.34,337294.83,65904.49,2.6
OC-2004-00759,2004,11,5,25,Industria procesadora,65.6,269.1,329.52,406.35,88673.83,109348.79,20674.96,2.7
OC-2004-00760,2004,11,5,5,Supermercados,38.2,152.37,344.41,437.33,52477.75,66635.97,14158.22,5.5
OC-2004-00761,2004,4,5,30,Industria procesadora,189.2,737.51,313.42,377.32,231150.38,278277.27,47126.89,7.6
OC-2004-00762,2004,4,5,12,Mercado de exportación,88.8,342.05,329.83,386.28,112818.35,132127.07,19308.72,8.7
OC-2004-00763,2004,1,5,21,Supermercados,210.7,817.62,307.52,368.25,251434.5,301088.56,49654.06,8.0
OC-2005-00764,2005,10,5,36,Supermercados,211.0,766.32,341.65,407.19,261813.23,312037.84,50224.61,6.8
OC-2005-00765,2005,6,5,31,Industria procesadora,158.7,596.84,325.17,412.57,194074.46,246238.28,52163.82,3.5
OC-2005-00766,2005,7,5,11,Industria procesadora,18.0,64.41,305.81,355.32,19697.22,22886.16,3188.94,8.1
OC-2005-00767,2005,2,5,25,Mayoristas locales,22.2,82.46,335.64,419.42,27676.87,34585.37,6908.5,4.7
OC-2005-00768,2005,7,5,37,Industria procesadora,130.5,496.25,330.6,420.83,164060.25,208836.89,44776.64,2.5
OC-2005-00769,2005,10,5,29,Mayoristas locales,205.2,755.6,340.5,424.12,257281.8,320465.07,63183.27,5.5
OC-2006-00770,2006,12,5,5,Industria procesadora,67.9,262.89,302.02,381.56,79398.04,100308.31,20910.27,7.7
OC-2006-00771,2006,8,5,33,Industria procesadora,89.3,363.0,342.43,421.66,124302.09,153062.58,28760.49,3.2
OC-2006-00772,2006,1,5,27,Supermercados,161.1,629.75,301.49,362.21,189863.33,228101.75,38238.42,6.9
OC-2006-00773,2006,1,5,8,Supermercados,64.3,261.91,336.28,428.68,88075.09,112275.58,24200.49,3.0
OC-2007-00774,2007,3,5,11,Industria procesadora,150.5,604.96,306.7,357.52,185541.23,216285.3,30744.07,7.7
OC-2007-00775,2007,10,5,29,Mercado de exportación,177.7,724.64,327.73,381.59,237486.27,276515.38,39029.11,6.4
OC-2007-00776,2007,9,5,13,Mercado de exportación,85.0,345.91,301.07,364.86,104143.12,126208.72,22065.6,6.5
OC-2007-00777,2007,10,5,26,Supermercados,217.9,901.98,313.29,384.83,282581.31,347108.96,64527.65,4.9
OC-2008-00778,2008,2,5,6,Industria procesadora,206.9,819.27,342.99,418.12,281001.42,342553.17,61551.75,2.6
OC-2008-00779,2008,9,5,17,Mayoristas locales,156.4,595.33,311.14,387.97,185230.98,230970.18,45739.2,6.3
OC-2008-00780,2008,12,5,37,Mayoristas locales,53.4,207.42,341.67,408.12,70869.19,84652.25,13783.06,4.5
OC-2008-00781,2008,8,5,40,Industria procesadora,134.9,530.45,328.84,417.89,174433.18,221669.75,47236.57,3.2
OC-2008-00782,2008,3,5,35,Mayoristas locales,74.7,281.92,335.4,395.2,94555.97,111414.78,16858.81,7.1
OC-2008-00783,2008,12,5,36,Industria procesadora,210.7,817.07,327.29,382.71,267418.84,312700.86,45282.02,4.6
OC-2008-00784,2008,12,5,10,Mayoristas locales,193.6,753.74,333.19,410.99,251138.63,309779.6,58640.97,4.2
OC-2009-00785,2009,8,5,16,Mayoristas locales,209.7,774.39,342.88,404.76,265522.84,313442.1,47919.26,7.7
OC-2009-00786,2009,10,5,7,Mercado de exportación,100.2,380.63,306.46,379.75,116647.87,144544.24,27896.37,5.0
OC-2009-00787,2009,9,5,30,Supermercados,123.3,469.01,310.93,389.83,145829.28,182834.17,37004.89,4.9
OC-2009-00788,2009,7,5,34,Supermercados,152.2,586.62,305.0,356.92,178919.1,209376.41,30457.31,3.7
OC-2010-00789,2010,2,5,27,Industria procesadora,182.4,591.93,330.7,410.53,195751.25,243005.02,47253.77,6.8
OC-2010-00790,2010,9,5,25,Supermercados,96.0,306.36,311.23,382.91,95348.42,117308.31,21959.89,8.3
OC-2010-00791,2010,1,5,24,Supermercados,122.6,389.17,301.08,370.42,117171.3,144156.35,26985.05,8.9
OC-2010-00792,2010,12,5,11,Supermercados,165.8,537.24,315.83,374.82,169676.51,201368.3,31691.79,7.0
OC-2010-00793,2010,8,5,18,Mayoristas locales,196.4,642.61,319.48,393.48,205301.04,252854.18,47553.14,6.0
OC-2011-00794,2011,7,5,11,Industria procesadora,54.7,183.88,343.35,398.12,63135.2,73206.31,10071.11,6.5
OC-2011-00795,2011,3,5,12,Industria procesadora,118.2,387.68,307.29,357.2,119130.19,138479.3,19349.11,8.8
OC-2011-00796,2011,10,5,1,Industria procesadora,115.1,391.35,344.83,436.28,134949.22,170738.18,35788.96,5.3
OC-2011-00797,2011,6,5,38,Industria procesadora,91.8,315.09,324.36,378.67,102202.59,119315.13,17112.54,4.4
OC-2011-00798,2011,10,5,35,Mayoristas locales,101.8,336.98,319.41,388.99,107634.78,131081.85,23447.07,7.9
OC-2012-00799,2012,12,5,20,Mayoristas locales,67.7,219.71,328.61,415.13,72198.9,91208.21,19009.31,4.1
OC-2012-00800,2012,3,5,14,Mayoristas locales,213.6,672.79,320.6,381.73,215696.47,256824.13,41127.66,6.9
OC-2012-00801,2012,12,5,32,Supermercados,182.1,584.71,305.84,368.72,178827.71,215594.27,36766.56,5.1
OC-2013-00802,2013,6,5,16,Mayoristas locales,191.9,565.67,341.38,405.99,193108.42,229656.36,36547.94,3.8
OC-2013-00803,2013,6,5,23,Industria procesadora,56.8,164.02,324.5,409.0,53224.49,67084.18,13859.69,5.7
OC-2013-00804,2013,5,5,22,Mayoristas locales,112.2,335.74,339.67,411.82,114040.81,138264.45,24223.64,2.4
OC-2013-00805,2013,1,5,7,Mercado de exportación,173.0,513.66,342.66,411.31,176010.74,211273.49,35262.75,3.1
OC-2013-00806,2013,7,5,34,Supermercados,65.8,187.61,334.12,385.94,62684.25,72406.2,9721.95,6.9
OC-2013-00807,2013,11,5,21,Mayoristas locales,165.8,480.02,325.53,382.29,156260.91,183506.85,27245.94,5.5
OC-2014-00808,2014,2,5,38,Mayoristas locales,123.7,357.13,342.07,420.66,122163.46,150230.31,28066.85,7.7
OC-2014-00809,2014,6,5,19,Mayoristas locales,186.4,550.43,342.1,406.56,188302.1,223782.82,35480.72,5.6
OC-2014-00810,2014,1,5,14,Industria procesadora,132.2,403.88,330.91,408.11,133647.93,164827.47,31179.54,2.3
OC-2015-00811,2015,9,5,19,Supermercados,203.9,702.87,304.03,360.77,213693.57,253574.41,39880.84,2.5
OC-2015-00812,2015,7,5,16,Industria procesadora,144.2,487.2,325.99,396.43,158822.33,193140.7,34318.37,4.4
OC-2015-00813,2015,3,5,37,Industria procesadora,74.9,242.97,344.82,402.33,83780.92,97754.12,13973.2,8.2
OC-2016-00814,2016,2,5,15,Mercado de exportación,54.8,179.03,313.87,399.26,56192.15,71479.52,15287.37,2.8
OC-2016-00815,2016,11,5,21,Industria procesadora,111.9,361.33,319.43,392.32,115419.64,141756.99,26337.35,4.0
OC-2016-00816,2016,7,5,29,Supermercados,46.7,147.0,332.48,423.6,48874.56,62269.2,13394.64,6.3
OC-2016-00817,2016,11,5,7,Mercado de exportación,49.2,155.0,301.81,360.77,46780.55,55919.35,9138.8,6.3
OC-2017-00818,2017,11,5,26,Industria procesadora,66.9,229.11,318.33,380.43,72932.59,87160.32,14227.73,7.8
OC-2017-00819,2017,1,5,3,Industria procesadora,120.6,411.94,311.56,376.95,128344.03,155280.78,26936.75,8.1
OC-2017-00820,2017,2,5,5,Supermercados,168.4,597.36,304.17,384.26,181698.99,229541.55,47842.56,4.5
OC-2018-00821,2018,2,5,32,Supermercados,159.2,529.49,308.34,384.68,163262.95,203684.21,40421.26,8.4
OC-2018-00822,2018,7,5,11,Industria procesadora,131.1,457.2,305.81,374.1,139816.33,171038.52,31222.19,4.0
OC-2018-00823,2018,11,5,14,Supermercados,140.8,467.42,344.53,432.77,161040.21,202285.35,41245.14,8.6
OC-2018-00824,2018,2,5,31,Industria procesadora,45.0,159.18,328.92,382.2,52357.49,60838.6,8481.11,2.5
OC-2018-00825,2018,11,5,35,Industria procesadora,90.5,306.79,310.84,367.1,95362.6,112622.61,17260.01,6.6
OC-2018-00826,2018,5,5,31,Supermercados,216.5,733.84,338.64,417.62,248507.58,306466.26,57958.68,6.7
OC-2018-00827,2018,3,5,8,Industria procesadora,63.7,220.01,317.75,404.56,69908.18,89007.25,19099.07,4.9
OC-2019-00828,2019,10,5,19,Mercado de exportación,139.1,466.76,342.41,436.25,159823.29,203624.05,43800.76,2.1
OC-2019-00829,2019,1,5,5,Industria procesadora,194.6,626.06,336.82,419.62,210869.53,262707.3,51837.77,6.2
OC-2019-00830,2019,4,5,18,Mercado de exportación,209.8,666.79,304.93,363.89,203324.27,242638.21,39313.94,7.3
OC-2019-00831,2019,9,5,12,Industria procesadora,185.6,615.58,326.2,405.16,200802.2,249408.39,48606.19,3.3
OC-2019-00832,2019,3,5,27,Industria procesadora,190.2,603.33,342.98,429.6,206930.12,259190.57,52260.45,7.5
OC-2019-00833,2019,7,5,17,Industria procesadora,33.6,109.61,318.84,380.3,34948.05,41684.68,6736.63,4.9
OC-2019-00834,2019,12,5,5,Mayoristas locales,156.6,516.58,320.78,401.79,165708.53,207556.68,41848.15,3.8
OC-2020-00835,2020,7,5,15,Industria procesadora,127.1,417.36,301.15,370.63,125687.96,154686.14,28998.18,4.2
OC-2020-00836,2020,1,5,16,Supermercados,174.4,585.06,342.37,395.67,200306.99,231490.69,31183.7,2.1
OC-2020-00837,2020,6,5,29,Mercado de exportación,178.6,587.2,312.46,379.51,183476.51,222848.27,39371.76,4.1
OC-2021-00838,2021,8,5,28,Industria procesadora,173.2,566.19,324.58,396.54,183773.95,224516.98,40743.03,7.8
OC-2021-00839,2021,4,5,4,Mercado de exportación,83.3,289.54,342.64,416.54,99207.99,120604.99,21397.0,2.0
OC-2021-00840,2021,10,5,15,Industria procesadora,214.1,735.97,318.19,376.35,234178.29,276982.31,42804.02,3.1
OC-2021-00841,2021,12,5,40,Industria procesadora,143.0,493.66,315.81,381.32,155902.76,188242.43,32339.67,2.6
OC-2021-00842,2021,4,5,27,Mayoristas locales,74.1,242.34,335.53,409.81,81312.34,99313.36,18001.02,7.8
OC-2021-00843,2021,8,5,25,Supermercados,217.6,708.51,328.59,383.39,232809.3,271635.65,38826.35,8.2
OC-2022-00844,2022,9,5,1,Mayoristas locales,24.4,86.42,301.92,368.02,26091.93,31804.29,5712.36,4.7
OC-2022-00845,2022,3,5,24,Mayoristas locales,182.1,623.29,327.93,390.84,204395.49,243606.66,39211.17,7.7
OC-2022-00846,2022,1,5,19,Supermercados,106.0,366.44,327.66,410.97,120067.73,150595.85,30528.12,6.8
OC-2022-00847,2022,8,5,34,Supermercados,21.0,72.99,328.47,414.03,23975.03,30220.05,6245.02,6.2
OC-2023-00848,2023,6,5,16,Supermercados,120.6,427.38,332.15,407.06,141954.27,173969.3,32015.03,7.4
OC-2023-00849,2023,11,5,36,Industria procesadora,66.2,242.43,303.91,355.21,73676.9,86113.56,12436.66,4.4
OC-2023-00850,2023,6,5,5,Mercado de exportación,20.4,76.14,309.17,387.7,23540.2,29519.48,5979.28,2.4
OC-2023-00851,2023,1,5,29,Mayoristas locales,187.0,658.76,344.08,423.4,226666.14,278918.98,52252.84,8.0
OC-2023-00852,2023,7,5,9,Mayoristas locales,16.2,57.43,330.4,415.35,18974.87,23853.55,4878.68,7.2
OC-2023-00853,2023,6,5,37,Mayoristas locales,27.5,101.47,321.81,405.46,32654.06,41142.03,8487.97,3.7
OC-1990-00854,1990,11,6,12,Supermercados,78.1,201.97,225.8,256.72,45604.83,51849.74,6244.91,8.5
OC-1990-00855,1990,8,6,9,Mercado de exportación,175.3,481.77,245.25,291.78,118154.09,140570.85,22416.76,2.8
OC-1990-00856,1990,11,6,27,Supermercados,176.1,483.8,240.05,287.19,116136.19,138942.52,22806.33,2.9
OC-1991-00857,1991,4,6,19,Industria procesadora,137.1,198.89,231.0,261.83,45943.59,52075.37,6131.78,5.1
OC-1991-00858,1991,2,6,6,Mercado de exportación,33.0,47.8,241.16,279.19,11527.45,13345.28,1817.83,5.1
OC-1991-00859,1991,9,6,18,Industria procesadora,142.7,210.72,245.86,288.66,51807.62,60826.44,9018.82,3.4
OC-1991-00860,1991,8,6,17,Supermercados,131.6,191.41,237.49,274.27,45457.96,52498.02,7040.06,4.9
OC-1991-00861,1991,7,6,36,Mercado de exportación,166.4,238.41,240.94,277.34,57442.51,66120.63,8678.12,6.3
OC-1991-00862,1991,1,6,40,Mayoristas locales,102.2,153.05,234.51,273.71,35891.76,41891.32,5999.56,2.0
OC-1991-00863,1991,6,6,33,Mayoristas locales,213.2,305.96,221.86,251.34,67880.29,76899.99,9019.7,6.1
OC-1992-00864,1992,5,6,25,Mayoristas locales,61.0,81.22,227.58,256.01,18484.05,20793.13,2309.08,4.5
OC-1992-00865,1992,6,6,20,Mercado de exportación,171.1,221.51,242.84,285.55,53791.49,63252.18,9460.69,7.3
OC-1992-00866,1992,5,6,16,Supermercados,175.9,233.08,234.95,279.25,54762.15,65087.59,10325.44,5.1
OC-1992-00867,1992,12,6,28,Mercado de exportación,46.6,61.1,229.01,272.28,13992.51,16636.31,2643.8,6.1
OC-1992-00868,1992,12,6,14,Industria procesadora,45.6,61.24,251.1,297.03,15377.36,18190.12,2812.76,3.7
OC-1992-00869,1992,10,6,27,Supermercados,154.2,200.31,234.06,266.87,46884.56,53456.73,6572.17,6.9
OC-1992-00870,1992,8,6,40,Industria procesadora,120.2,161.62,222.99,258.53,36039.64,41783.62,5743.98,3.7
OC-1993-00871,1993,2,6,6,Supermercados,139.9,174.13,228.31,273.61,39755.62,47643.71,7888.09,3.9
OC-1993-00872,1993,3,6,3,Industria procesadora,143.2,170.47,235.81,274.4,40198.53,46776.97,6578.44,8.1
OC-1993-00873,1993,10,6,29,Industria procesadora,206.6,253.18,247.6,289.94,62687.37,73407.01,10719.64,5.3
OC-1993-00874,1993,3,6,14,Industria procesadora,138.0,172.25,222.86,253.82,38387.64,43720.5,5332.86,3.6
OC-1994-00875,1994,1,6,26,Supermercados,196.6,165.81,276.25,312.55,45805.01,51823.92,6018.91,5.5
OC-1994-00876,1994,12,6,10,Mayoristas locales,199.3,162.19,312.7,349.8,50716.81,56734.06,6017.25,8.8
OC-1994-00877,1994,1,6,40,Supermercados,70.0,60.24,273.71,319.49,16488.29,19246.08,2757.79,3.6
OC-1995-00878,1995,5,6,21,Mayoristas locales,126.5,144.25,234.63,269.18,33845.38,38829.22,4983.84,5.5
OC-1995-00879,1995,3,6,23,Supermercados,94.8,106.78,249.35,278.81,26625.59,29771.33,3145.74,6.6
OC-1995-00880,1995,9,6,26,Mercado de exportación,141.8,160.94,234.0,265.25,37659.96,42689.34,5029.38,6.0
OC-1995-00881,1995,10,6,24,Supermercados,46.4,51.56,227.88,255.19,11749.49,13157.6,1408.11,7.8
OC-1995-00882,1995,4,6,10,Industria procesadora,42.3,48.46,250.14,279.04,12121.78,13522.28,1400.5,5.1
OC-1996-00883,1996,9,6,5,Mercado de exportación,118.7,131.04,243.83,283.07,31951.48,37093.49,5142.01,5.8
OC-1996-00884,1996,8,6,35,Supermercados,192.9,218.61,234.54,262.39,51272.79,57361.08,6088.29,3.3
OC-1996-00885,1996,2,6,34,Supermercados,88.6,101.2,254.35,292.21,25740.22,29571.65,3831.43,2.6
OC-1996-00886,1996,8,6,11,Mercado de exportación,43.4,48.28,242.88,276.64,11726.25,13356.18,1629.93,5.1
OC-1996-00887,1996,7,6,16,Industria procesadora,40.6,45.04,237.23,273.58,10684.84,12322.04,1637.2,5.4
OC-1997-00888,1997,6,6,16,Supermercados,159.2,259.69,226.7,252.29,58871.72,65517.19,6645.47,4.7
OC-1997-00889,1997,10,6,4,Supermercados,81.3,128.92,227.06,270.54,29272.58,34878.02,5605.44,7.3
OC-1997-00890,1997,8,6,19,Supermercados,76.7,121.93,239.59,283.54,29213.21,34572.03,5358.82,7.0
OC-1998-00891,1998,1,6,30,Industria procesadora,39.8,52.32,243.6,288.91,12745.15,15115.77,2370.62,2.9
OC-1998-00892,1998,4,6,26,Mayoristas locales,129.6,162.45,242.67,287.41,39421.74,46689.75,7268.01,7.5
OC-1998-00893,1998,1,6,18,Supermercados,78.0,97.19,229.64,266.11,22318.71,25863.23,3544.52,8.0
OC-1998-00894,1998,7,6,20,Mayoristas locales,21.5,28.21,245.4,276.82,6922.73,7809.09,886.36,3.4
OC-1999-00895,1999,2,6,38,Supermercados,146.8,188.88,252.29,287.85,47652.54,54369.11,6716.57,5.0
OC-1999-00896,1999,6,6,4,Industria procesadora,130.8,163.99,244.68,274.81,40125.07,45066.09,4941.02,7.4
OC-1999-00897,1999,8,6,16,Mayoristas locales,40.5,52.42,248.4,282.29,13021.13,14797.64,1776.51,4.4
OC-1999-00898,1999,12,6,12,Industria procesadora,186.8,236.75,248.96,280.74,58941.28,66465.2,7523.92,6.5
OC-1999-00899,1999,4,6,30,Supermercados,117.2,144.85,237.26,265.33,34367.11,38433.05,4065.94,8.7
OC-2000-00900,2000,9,6,3,Industria procesadora,50.5,71.92,244.02,278.88,17549.92,20057.05,2507.13,3.2
OC-2000-00901,2000,8,6,11,Mayoristas locales,174.8,239.28,247.57,279.48,59238.55,66873.97,7635.42,6.9
OC-2000-00902,2000,3,6,30,Supermercados,28.6,40.66,221.35,252.34,9000.09,10260.14,1260.05,3.2
OC-2000-00903,2000,3,6,11,Supermercados,96.5,136.94,228.41,263.32,31278.47,36059.04,4780.57,3.4
OC-2000-00904,2000,3,6,16,Industria procesadora,136.8,186.66,240.41,281.33,44874.93,52513.06,7638.13,7.2
OC-2000-00905,2000,9,6,15,Industria procesadora,136.3,195.77,223.03,251.3,43662.58,49197.0,5534.42,2.3
OC-2000-00906,2000,9,6,40,Supermercados,128.6,181.94,230.45,269.8,41928.07,49087.41,7159.34,3.8
OC-2001-00907,2001,3,6,1,Industria procesadora,91.5,121.71,225.07,261.57,27393.27,31835.68,4442.41,7.6
OC-2001-00908,2001,3,6,18,Industria procesadora,175.1,234.29,250.63,286.99,58720.1,67238.89,8518.79,7.0
